# for hus0h
#korAncorrectedtoincludeallextensions(NYW)usedasvowels,andextendedvowelswrittenastriplevowels(vvv)

43.054.064 .fastaḫAffaqAwmahuufaʼaṭAAʻuuuh.
43.054.065 .ʼinNNNnahumkaanuuqAwmamNNNfaasiqiiin.
43.055.066 .falamNNNmaaʼaasafuunanNNNtaqAmnaaminhumfaʼaġrAq*naahumʼaǧ*maʻiiin.
43.056.067 .faǧaʻalnaahumsalafawWWWwamaṯalallilʼaaḫiriiin.
43.057.068 .walamNNNmaaḍuribab*numaryamamaṯalanʼiḏaaqAwmukaminhuyaṣidduuun.
43.058.069 .waqAAluuʼaʼaalihatunaaḫAyrunʼamhuu.
43.058.070 .wamaaḍArAbuuhulakaʼillaaǧadalaa.
43.058.071 .balhumqAwmunḫAṣimuuun.
43.059.072 .ʼinhuwaʼillaaʻab*dunʼanʻamnaaʻalayhiwaǧaʻalnaahumaṯalallibaniiʼisrAAAAAAʼiiil.
43.060.073 .walawnašaaaaaaʼulaǧaʻalnaaminNNNkumNNNmalaaaaaaʼikatamNNNfilʼarḍiyaḫlufuuun.
43.061.074 .waʼinNNNnahuulaʻilmullissaaʻatifalaatamtarunNNNnabihaawattabiʻuuun.
43.061.075 .haaḏaaṣirAAṭumNNNmustaqiiim.
43.062.076 .walaayaṣuddanNNNnakumuššayṭAAnuʼinNNNnahuulakumʻaduwwumNNNmubiiin.
43.063.077 .walamNNNmaaǧaaaaaaʼaʻiisaabilbayyinaatiqAAlaqAd*ǧiʼtukumNNNbilḥikmatiwaliʼubayyinalakumNNNbaʻḍAllaḏiitaḫtalifuunafiihifattaquLLAAhawaʼaṭiiʻuuun.
43.064.078 .ʼinNNNnaLLAAhahuwarAbbiiwarAbbukumfaʻbuduuhuhaaḏaaṣirAAṭumNNNmustaqiiim.
43.065.079 .faḫtalafalʼaḥzaabumimNNNbaynihimfawaylullillaḏiinaẓAlamuuminʻaḏaabiyawminʼaliiim.
43.066.080 .halyanNNNẓuruunaʼillassaaʻataʼanNNNtaʼtiyahumNNNbaġtatawWWWwahumlaayašʻuruuun.
43.067.081 .ʼalʼaḫillaaaaaaʼuyawmaʼiḏimNNNbaʻḍuhumlibaʻḍinʻaduwwunʼillalmuttaqiiin.
43.068.082 .yaaʻibaadilaaḫAwfunʻalaykumulyawmawalaaʼanNNNtumtaḥzanuuun.
43.069.083 .ʼallaḏiinaʼaamanuubiʼaayaatinaawakaanuumuslimiiin.
43.070.084 .ʼud*ḫululǧanNNNnataʼanNNNtumwaʼazwaaǧukumtuḥbaruuun.
43.071.085 .yuṭAAfuʻalayhimNNNbiṣiḥaafimNNNminNNNḏahabiwWWWwaʼakwaabiwWWWwafiihaamaataštahiihilʼamNNNfusuwatalaḏḏulʼaʻyunuwaʼanNNNtumNNNfiihaaḫAAliduuun.
43.072.086 .watilkalǧanNNNnatullatiiʼuuriṯtumuuhaabimaakunNNNtumtaʻmaluuun.
43.073.087 .lakumNNNfiihaafaakihatunNNNkaṯiirAtumNNNminhaataʼkuluuun.
43.074.088 .ʼinNNNnalmuǧ*rimiinafiiʻaḏaabiǧahanNNNnamaḫAAliduuun.
43.075.089 .laayufattaruʻanhumwahumfiihimub*lisuuun.
43.076.090 .wamaaẓAlamNNNmaahumwalaakinNNNkaanuuhumuẓẓAAlimiiin.
43.077.091 .wanaadawyaamaalikuliyaqḍiʻalaynaarAbbukaqAAlaʼinNNNnakumNNNmaakiṯuuun.
43.078.092 .laqAd*ǧiʼnaakumNNNbilḥaqqiwalaakinNNNnaʼakṯarAkumlilḥaqqikaarihuuun.
43.079.093 .ʼamʼab*rAmuuʼamrAmNNNfaʼinNNNnaamub*rimuuun.
43.080.094 .ʼamyaḥsabuunaʼanNNNnaalaanasmaʻusirrAhumwanaǧ*waahum.
43.080.095 .balaawarusulunaaladayhimyaktubuuun.
43.081.096 .qulʼinNNNkaanalirrAḥmaniwaladumNNNfaʼanaʼawwalulʻaabidiiin.
43.082.097 .sub*ḥaanarAbbissamaawaatiwalʼarḍirAbbilʻaršiʻamNNNmaayaṣifuuun.
43.083.098 .faḏarhumyaḫuuḍuuwayalʻabuuḥattaayulaaquuyawmahumullaḏiiyuuʻaduuun.
43.084.099 .wahuwallaḏiifissamaaaaaaʼiʼilahuwWWWwafilʼarḍiʼilah.
43.084.100 .wahuwalḥakiimulʻaliiim.
43.085.101 .watabaarAkallaḏiilahuumulkussamaawaatiwalʼarḍiwamaabaynahumaawaʻinNNNdahuʻilmussaaʻatiwaʼilayhiturǧaʻuuun.
43.086.102 .walaayamlikullaḏiinayad*ʻuunaminNNNduunihiššafaaʻataʼillaamanNNNšahidabilḥaqqiwahumyaʻlamuuun.
43.087.103 .walaʼinNNNsaʼaltahumNNNmanḫAlaqAhumlayaquulunNNNnaLLAAhufaʼanNNNnaayuʼfakuuun.
43.088.104 .waqiilihiyaarAbbiʼinNNNnahaaʼulaaaaaaʼiqAwmullaayuʼminuuun.
43.089.105 .faṣfaḥʻanhumwaqulsalaaam.
43.089.106 .fasawfayaʻlamuuun.


44.001.001 .ḥaamiiiiiim.
44.002.002 .walkitaabilmubiiin.
44.003.003 .ʼinNNNnaaʼanNNNzalnaahufiilaylatimNNNmubaarAkah.
44.003.004 .ʼinNNNnaakunNNNnaamunNNNḏiriiin.
44.004.005 .fiihaayufrAqukulluʼamrinḥakiiim.
44.005.006 .ʼamrAmNNNminʻinNNNdinaa.
44.005.007 .ʼinNNNnaakunNNNnaamursiliiin.
44.006.008 .rAḥmatamNNNmirrAbbik.
44.006.009 .ʼinNNNnahuuhuwassamiiʻulʻaliiim.
44.007.010 .rAbbissamaawaatiwalʼarḍiwamaabaynahumaaʼinNNNkunNNNtumNNNmuuqiniiin.
44.008.011 .laaʼilahaʼillaahuwayuḥyiiwayumiiturAbbukumwarAbbuʼaabaaaaaaʼikumulʼawwaliiin.
44.009.012 .balhumfiišakkiyYYYyalʻabuuun.
44.010.013 .fartaqib*yawmataʼtissamaaaaaaʼubiduḫAAnimNNNmubiiin.
44.011.014 .yaġšanNNNnaasahaaḏaaʻaḏaabunʼaliiim.
44.012.015 .rAbbanakšifʻanNNNnalʻaḏaabaʼinNNNnaamuʼminuuun.
44.013.016 .ʼanNNNnaalahuumuḏḏikrAAwaqAd*ǧaaaaaaʼahumrAsuulumNNNmubiiin.
44.014.017 .ṯumNNNmatawallawʻanhuwaqAAluumuʻallamumNNNmaǧ*nuuun.
44.015.018 .ʼinNNNnaakaašifulʻaḏaabiqAliilaa.
44.015.019 .ʼinNNNnakumʻaaaaaaʼiduuun.
44.016.020 .yawmanab*ṭišulbaṭ*šatalkub*rAAʼinNNNnaamunNNNtaqimuuun.
44.017.021 .walaqAd*fatanNNNnaaqAb*lahumqAwmafirʻawnawaǧaaaaaaʼahumrAsuulunNNNkariiim.
44.018.022 .ʼanʼadduuʼilayyaʻibaadaLLAAhiʼinNNNniilakumrAsuulunʼamiiin.
44.019.023 .waʼallaataʻluuʻalaLLAAhiʼinNNNniiʼaatiikumNNNbisulṭAAnimNNNmubiiin.
44.020.024 .waʼinNNNniiʻuḏtubirAbbiiwarAbbikumʼanNNNtarǧumuuun.
44.021.025 .waʼillamtuʼminuuliifaʻtaziluuun.
44.022.026 .fadaʻaarAbbahuʼanNNNnahaaʼulaaaaaaʼiqAwmumNNNmuǧ*rimuuun.
44.023.027 .faʼasribiʻibaadiilaylanʼinNNNnakumNNNmuttabaʻuuun.
44.024.028 .watrukilbaḥrArAhwanʼinNNNnahumǧunNNNdumNNNmuġrAquuun.
44.025.029 .kamtarAkuuminNNNǧanNNNnaatiwWWWwaʻuyuuun.
44.026.030 .wazuruuʻiwWWWwamaqAAminNNNkariiim.
44.027.031 .wanaʻmatinNNNkaanuufiihaafaakihiiin.
44.028.032 .kaḏaalikawaʼawrAṯnaahaaqAwmanʼaaḫAriiin.
44.029.033 .famaabakatʻalayhimussamaaaaaaʼuwalʼarḍuwamaakaanuumunNNNẓAriiin.
44.030.034 .walaqAd*naǧǧaynaabaniiʼisrAAAAAAʼiilaminalʻaḏaabilmuhiiin.
44.031.035 .mimNNNfirʻawwn.
44.031.036 .ʼinNNNnahuukaanaʻaaliyamNNNminalmusrifiiin.
44.032.037 .walaqAdiḫtarnaahumʻalaaʻilminʻalalʻaalamiiin.
44.033.038 .waʼaataynaahumninalʼaayaatimaafiihibalaaʼumNNNmubiiin.
44.034.039 .ʼinNNNnahaaʼulaaaaaaʼilayaquuluuun.
44.035.040 .ʼinhiyaʼillaamawtatunalʼuulaawamaanaḥnubimunNNNšariiin.
44.036.041 .faʼtuubiʼaabaaaaaaʼinaaʼinNNNkunNNNtumṣAAdiqiiin.
44.037.042 .ʼahumḫAyrunʼamqAwmutubbaʻiwWWWwallaḏiinaminNNNqAb*lihim.
44.037.043 .ʼahlaknaahumʼinNNNnahumkaanuumuǧ*rimiiin.
44.038.044 .wamaaḫAlaqnassamaawaatiwalʼarḍAwamaabaynahumaalaaʻibiiin.
44.039.045 .maaḫAlaqnaahumaaʼillaabilḥaqqiwalaakinNNNnaʼakṯarAhumlaayaʻlamuuun.
44.040.046 .ʼinNNNnayawmalfaṣlimiiqAAtuhumʼaǧ*maʻiiin.
44.041.047 .yawmalaayuġniimawlanʻamNNNmawlanNNNšayʼawWWWwalaahumyunNNNṣAruuun.
44.042.048 .ʼillaamarrAḥimaLLAAAh.
44.042.049 .ʼinNNNnahuuhuwalʻaziizurrAḥiiim.
44.043.050 .ʼinNNNnašaǧarAtazzaqquuum.
44.044.051 .ṭAʻaamulʼaṯiiim.
44.045.052 .kalmuhliyaġliifilbuṭuuun.
44.046.053 .kaġAlyilḥamiiim.
44.047.054 .ḫuḏuuhufaʻtiluuhuʼilaasawaaaaaaʼilǧaḥiiim.
44.048.055 .ṯumNNNmaṣubbuufawqArAʼsihiiminʻaḏaabilḥamiiim.
44.049.056 .ḏuqʼinNNNnakaʼanNNNtalʻaziizulkariiim.
44.050.057 .ʼinNNNnahaaḏaamaakunNNNtumNNNbihiitamtaruuun.
44.051.058 .ʼinNNNnalmuttaqiinafiimaqAAminʼamiiin.
44.052.059 .fiiǧanNNNnaatiwWWWwaʻuyuuun.
44.053.060 .yalbasuunaminNNNsunNNNdusiwWWWwaʼistab*rAqimNNNmutaqAAbiliiin.
44.054.061 .kaḏaalikawazawwaǧ*naahumNNNbiḥuurinʻiiin.
44.055.062 .yad*ʻuunafiihaabikullifaakihatinʼaaminiiin.
44.056.063 .laayaḏuuquunafiihalmawtaʼillalmawtatalʼuulaawawaqAAhumʻaḏaabalǧaḥiiim.
44.057.064 .faḍlamNNNmirrAbbik.
44.057.065 .ḏaalikahuwalfawzulʻaẓiiim.
44.058.066 .faʼinNNNnamaayassarnaahubilisaanikalaʻallahumyataḏakkaruuun.
44.059.067 .fartaqib*ʼinNNNnahumNNNmurtaqibuuun.


45.001.001 .ḥaamiiiiiim.
45.002.002 .tanNNNziilulkitaabiminaLLAAhilʻaziizilḥakiiim.
45.003.003 .ʼinNNNnafissamaawaatiwalʼarḍilaʼaayaatillilmuʼminiiin.
45.004.004 .wafiiḫAlqikumwamaayabuṯṯuminNNNdaaaaaaaaaabbatinʼaayaatulliqAwmiyYYYyuuqinuuun.
45.005.005 .waḫtilaafillayliwanNNNnahaariwamaaʼanNNNzalaLLAAhuminassamaaaaaaʼimirrizqimNNNfaʼaḥyaabihilʼarḍAbaʻdamawtihaawataṣriifirriyaaḥiʼaayaatulliqAwmiyYYYyaʻqiluuun.
45.006.006 .tilkaʼaayaatuLLAAhinatluuhaaʻalaykabilḥaqqifabiʼayyiḥadiiṯimNNNbaʻdaLLAAhiwaʼaayaatihiiyuʼminuuun.
45.007.007 .waylullikulliʼaffaakinʼaṯiiim.
45.008.008 .yasmaʻuʼaayaatillaahitutlaaʻalayhiṯumNNNmayuṣirrumustakbirAnNNNkaʼallamyasmaʻhaafabašširhubiʻaḏaabinʼaliiim.
45.009.009 .waʼiḏaaʻalimaminʼaayaatinaašayʼanattaḫAḏahaahuzuwaa.
45.009.010 .ʼulaaaaaaʼikalahumʻaḏaabumNNNmuhiiin.
45.010.011 .miwWWWwarAAAAAAʼihimǧahanNNNnamuwalaayuġniiʻanhumNNNmaakasabuušayʼawWWWwalaamattaḫAḏuuminNNNduunillaahiʼawliyaaaaaaʼawalahumʻaḏaabunʻaẓiiim.
45.011.012 .haaḏaahudawWWWwallaḏiinakafaruubiʼaayaatirAbbihimlahumʻaḏaabumNNNmirriǧ*zinʼaliiim.
45.012.013 .ʼALLAAhullaḏiisaḫḫArAlakumulbaḥrAlitaǧ*riyalfulkufiihibiʼamrihiiwalitab*taġuumimNNNfaḍlihiiwalaʻallakumtaškuruuun.
45.013.014 .wasaḫḫArAlakumNNNmaafissamaawaatiwamaafilʼarḍiǧamiiʻamNNNminh.
45.013.015 .ʼinNNNnafiiḏaalikalaʼaayaatilliqAwmiyYYYyatafakkaruuun.
45.014.016 .qullillaḏiinaʼaamanuuyaġfiruulillaḏiinalaayarǧuunaʼayyaamaLLAAhiliyaǧ*ziyaqAwmamNNNbimaakaanuuyaksibuuun.
45.015.017 .manʻamilaṣAAliḥamNNNfalinafsihiiwamanʼasaaaaaaʼafaʻalayhaaṯumNNNmaʼilaarAbbikumturǧaʻuuun.
45.016.018 .walaqAd*ʼaataynaabaniiʼisrAAAAAAʼiilalkitaabawalḥukmawanNNNnubuwwatawarAzaqnaahumNNNminaṭṭAyyibaatiwafaḍḍAlnaahumʻalalʻaalamiiin.
45.017.019 .waʼaataynaahumNNNbayyinaatimNNNminalʼamrifamaḫtalafuuʼillaamimNNNbaʻdimaaǧaaaaaaʼahumulʻilmubaġyamNNNbaynahum.
45.017.020 .ʼinNNNnarAbbakayaqḍiibaynahumyawmalqiyaamatifiimaakaanuufiihiyaḫtalifuuun.
45.018.021 .ṯumNNNmaǧaʻalnaakaʻalaašariiʻatimNNNminalʼamrifattabiʻhaawalaatattabiʻʼahwaaaaaaʼallaḏiinalaayaʻlamuuun.
45.019.022 .ʼinNNNnahumlayYYYyuġnuuʻanNNNkaminaLLAAhišayʼaa.
45.019.023 .waʼinNNNnaẓẓAAlimiinabaʻḍuhumʼawliyaaaaaaʼubaʻḍiwWWWwaLLAAhuwaliyyulmuttaqiiin.
45.020.024 .haaḏaabaṣAAAAAAʼirulinNNNnaasiwahudawWWWwarAḥmatulliqAwmiyYYYyuuqinuuun.
45.021.025 .ʼamḥasiballaḏiinaǧ*tarAḥussayyiʼaatiʼanNNNnaǧ*ʻalahumkallaḏiinaʼaamanuuwaʻamiluṣṣAAliḥaatisawaaaaaaʼamNNNmaḥyaahumwamamaatuhum.
45.021.026 .saaaaaaʼamaayaḥkumuuun.
45.022.027 .waḫAlaqALLAAhussamaawaatiwalʼarḍAbilḥaqqiwalituǧ*zaakullunafsimNNNbimaakasabatwahumlaayuẓlamuuun.
45.023.028 .ʼafarAʼaytamanittaḫAḏaʼilaahahuuhawaahuwaʼaḍAllahuLLAAhuʻalaaʻilmiwWWWwaḫAtamaʻalaasamʻihiiwaqAlbihiiwaǧaʻalaʻalaabaṣArihiiġišaawatamNNNfamayYYYyahdiihimimNNNbaʻdillaaah.
45.023.029 .ʼafalaataḏakkaruuun.
45.024.030 .waqAAluumaahiyaʼillaaḥayaatunaddunyaanamuutuwanaḥyaawamaayuhlikunaaʼilladdahr.
45.024.031 .wamaalahumNNNbiḏaalikaminʻilminʼinhumʼillaayaẓunNNNnuuun.
45.025.032 .waʼiḏaatutlaaʻalayhimʼaayaatunaabayyinaatimNNNmaakaanaḥuǧǧatahumʼillaaʼanNNNqAAluʼtuubiʼaabaaaaaaʼinaaʼinNNNkunNNNtumṣAAdiqiiin.
45.026.033 .qulillaahuyuḥyiikumṯumNNNmayumiitukumṯumNNNmayaǧ*maʻukumʼilaayawmilqiyaamatilaarAybafiihiwalaakinNNNnaʼakṯarAnNNNnaasilaayaʻlamuuun.
45.027.034 .walillaahimulkussamaawaatiwalʼarḍiwayawmataquumussaaʻatuyawmaʼiḏiyYYYyaḫsarulmub*ṭiluuun.
45.028.035 .watarAAkullaʼumNNNmatinNNNǧaaṯiyah.
45.028.036 .kulluʼumNNNmatinNNNtud*ʻaaʼilaakitaabihalyawmatuǧ*zawnamaakunNNNtumtaʻmaluuun.
45.029.037 .haaḏaakitaabunaayanNNNṭiquʻalaykumNNNbilḥaqq.
45.029.038 .ʼinNNNnaakunNNNnaanastanNNNsiḫumaakunNNNtumtaʻmaluuun.
45.030.039 .faʼamNNNmallaḏiinaʼaamanuuwaʻamiluṣṣAAliḥaatifayud*ḫiluhumrAbbuhumfiirAḥmatih.
45.030.040 .ḏaalikahuwalfawzulmubiiin.
45.031.041 .waʼamNNNmallaḏiinakafaruuʼafalamtakunʼaayaatiitutlaaʻalaykumfastakbartumwakunNNNtumqAwmamNNNmuǧ*rimiiin.
45.032.042 .waʼiḏaaqiilaʼinNNNnawaʻdaLLAAhiḥaqquwWWWwassaaʻatulaarAybafiihaaqultumNNNmaanad*riimassaaʻatuʼinNNNnaẓunNNNnuʼillaaẓAnNNNnawWWWwamaanaḥnubimustayqiniiin.
45.033.043 .wabadaalahumsayyiʼaatumaaʻamiluuwaḥaaqAbihimNNNmaakaanuubihiiyastahziʼuuun.
45.034.044 .waqiilalyawmananNNNsaakumkamaanasiitumliqAAAAAAʼayawmikumhaaḏaawamaʼwaakumunNNNnaaruwamaalakumNNNminNNNnaaṣiriiin.
45.035.045 .ḏaalikumNNNbiʼanNNNnakumuttaḫAḏtumʼaayaatillaahihuzuwawWWWwaġArrAtkumulḥayaatuddunyaa.
45.035.046 .falyawmalaayuḫrAǧuunaminhaawalaahumyustaʻtabuuun.
45.036.047 .falillaahilḥamdurAbbissamaawaatiwarAbbilʼarḍirAbbilʻaalamiiin.
45.037.048 .walahulkib*riyaaaaaaʼufissamaawaatiwalʼarḍiwahuwalʻaziizulḥakiiim.


46.001.001 .ḥaamiiiiiim.
46.002.002 .tanNNNziilulkitaabiminaLLAAhilʻaziizilḥakiiim.
46.003.003 .maaḫAlaqnassamaawaatiwalʼarḍAwamaabaynahumaaʼillaabilḥaqqiwaʼaǧalimNNNmusamNNNmawWWWwallaḏiinakafaruuʻamNNNmaaʼunNNNḏiruumuʻriḍuuun.
46.004.004 .qulʼarAʼaytumNNNmaatad*ʻuunaminNNNduunillaahiʼaruuniimaaḏaaḫAlaquuminalʼarḍiʼamlahumširkumNNNfissamaawatiʼtuuniibikitaabimNNNminNNNqAb*lihaaḏaaʼawʼaṯaarAtimNNNminʻilminʼinNNNkunNNNtumṣAAdiqiiin.
46.005.005 .wamanʼaḍAllumimNNNmayYYYyad*ʻuuminNNNduunillaahimallaayastaǧiibulahuuʼilaayawmilqiyaamatiwahumʻanNNNduʻaaaaaaʼihimġAAfiluuun.
46.006.006 .waʼiḏaaḥuširAnNNNnaasukaanuulahumʼaʻdaaaaaaʼawWWWwakaanuubiʻibaadatihimkaafiriiin.
46.007.007 .waʼiḏaatutlaaʻalayhimʼaayaatunaabayyinaatinNNNqAAlallaḏiinakafaruulilḥaqqilamNNNmaaǧaaaaaaʼahumhaaḏaasiḥrumNNNmubiiin.
46.008.008 .ʼamyaquuluunaftarAAhuqulʼiniftarAytuhuufalaatamlikuunaliiminaLLAAhišayʼanhuwaʼaʻlamubimaatufiiḍuunafiihikafaabihiišahiidamNNNbayniiwabaynakum.
46.008.009 .kafaabihiišahiidamNNNbayniiwabaynakumwahuwalġAfuururrAḥiiim.
46.009.010 .qulmaakunNNNtubid*ʻamNNNminarrusuliwamaaʼad*riimaayufʻalubiiwalaabikumʼinʼattabiʻuʼillaamaayuuḥaaʼilayyawamaaʼanaʼillaanaḏiirumNNNmubiiin.
46.010.011 .qulʼarAʼaytumʼinNNNkaanaminʻinNNNdillaahiwakafartumNNNbihiiwašahidašaahidumNNNmimNNNbaniiʼisrAAAAAAʼiilaʻalaamiṯlihiifaʼaamanawastakbartumʼinNNNnaLLAAhalaayahdilqAwmaẓẓAAlimiiin.
46.011.012 .waqAAlallaḏiinakafaruulillaḏiinaʼaamanuulawkaanaḫAyrAmNNNmaasabaquunaaʼilayyh.
46.011.013 .waʼiḏlamyahtaduubihiifasayaquuluunahaaḏaaʼifkunNNNqAdiiim.
46.012.014 .waminNNNqAb*lihiikitaabumuusaaʼimaamawWWWwarAḥmah.
46.012.015 .wahaaḏaakitaabumNNNmuṣAddiqullisaananʻarAbiyyalliyunNNNḏirAllaḏiinaẓAlamuuwabušrAAlilmuḥsiniiin.
46.013.016 .ʼinNNNnallaḏiinaqAAluurAbbunaLLAAhuṯumNNNmastaqAAmuufalaaḫAwfunʻalayhimwalaahumyaḥzanuuun.
46.014.017 .ʼulaaaaaaʼikaʼaṣḥaabulǧanNNNnatiḫAAlidiinafiihaaǧazaaaaaaʼamNNNbimaakaanuuyaʻmaluuun.
46.015.018 .wawaṣṣAynalʼinNNNsaanabiwaalidayhiʼiḥsaananḥamalathuʼumNNNmuhuukurhawWWWwawaḍAʻathukurhawWWWwaḥamluhuwafiṣAAluhuṯalaaṯuunašahrAA.
46.015.019 .ʼattaaʼiḏaabalaġAʼašudahuwabalaġAʼarbaʻiinasanatanNNNqAAlarAbbiʼawziʻniiʼanʼaškurAniʻmatakallatiiʼanʻamtaʻalayyawaʻalaawaalidayyawaʼanʼaʻmalaṣAAliḥanNNNtarḍAAhuwaʼaṣliḥliifiiḏurriyyatii.
46.015.020 .waʼaṣliḥliifiiḏurriyyatiiʼinNNNniitub*tuʼilaykawaʼinNNNniiminalmuslimiiin.
46.016.021 .ʼulaaaaaaʼikallaḏiinanataqAbbaluʻanhumʼaḥsanamaaʻamiluuwanataǧaawazuʻanNNNsayyiʼaatihimfiiʼaṣḥaabilǧanNNNnatiwaʻdaṣṣid*qillaḏiikaanuuyuuʻaduuun.
46.017.022 .wallaḏiiqAAlaliwaalidayhiʼuffillakumaaʼataʻidaaniniiʼanʼuḫrAǧawaqAd*ḫAlatilquruunuminNNNqAb*liiwahumaayastaġiiṯaanillaahawaylakaʼaaminʼinNNNnawaʻdaLLAAhiḥaqqumNNNfayaquulumaahaaḏaaʼillaaʼasaaṭiirulʼawwaliiin.
46.018.023 .ʼulaaaaaaʼikallaḏiinaḥaqqAʻalayhimulqAwlufiiʼumaminNNNqAd*ḫAlatminNNNqAb*lihimNNNminalǧinNNNniwalʼinNNNsiʼinNNNnahumkaanuuḫAAsiriiin.
46.019.024 .walikullinNNNdarAǧaatumNNNmimNNNmaaʻamiluuwaliyuwaffiyahumʼaʻmaalahumwahumlaayuẓlamuuun.
46.020.025 .wayawmayuʻrAḍullaḏiinakafaruuʻalanNNNnaariʼaḏhab*tumṭAyyibaatikumfiiḥayaatikumuddunyaawastamtaʻtumNNNbihaafalyawmatuǧ*zawnaʻaḏaabalhuuun.
46.020.026 .falyawmatuǧ*zawnaʻaḏaabalhuunibimaakunNNNtumtastakbiruunafilʼarḍibiġAyrilḥaqqiwabimaakunNNNtumtafsuquuun.
46.021.027 .waḏkurʼaḫAAʻaadinʼiḏʼanNNNḏarAqAwmahubilʼaḥqAAfiwaqAd*ḫAlatinNNNnuḏurumimNNNbayniyadayhiwaminḫAlfihiʼallaataʻbuduuʼillaLLAAhaʼinNNNniiʼaḫAAfuʻalaykumʻaḏaabayawminʻaẓiiim.
46.022.028 .qAAluuʼaǧiʼtanaalitaʼfikanaaʻanʼaalihatinaafaʼtinaabimaataʻidunaaʼinNNNkunNNNtaminaṣṣAAdiqiiin.
46.023.029 .qAAlaʼinNNNnamalʻilmuʻinNNNdaLLAAhiwaʼuballiġukumNNNmaaʼursiltubihiiwalaakinNNNniiʼarAAkumqAwmanNNNtaǧ*haluuun.
46.024.030 .falamNNNmaarAʼawhuʻaariḍAmNNNmustaqbilaʼawdiyatihimqAAluuhaaḏaaʻaariḍumNNNmumṭirunaa.
46.024.031 .balhuwamastaʻǧaltumNNNbihiiriiḥumNNNfiihaaʻaḏaabunʼaliiim.
46.025.032 .tudamNNNmirukullašayʼimNNNbiʼamrirAbbihaafaʼaṣbaḥuulaayurAAʼillaamasaakinuhum.
46.025.033 .kaḏaalikanaǧ*zilqAwmalmuǧ*rimiiin.
46.026.034 .walaqAd*makkanNNNnaahumfiimaaʼimNNNmakkanNNNnaakumfiihiwaǧaʻalnaalahumsamʻawWWWwaʼab*ṣAArAwWWWwaʼafʼidatamNNNfamaaʼaġnaaʻanhumsamʻuhumwalaaʼab*ṣAAruhum.
46.026.035 .famaaʼaġnaaʻanhumsamʻuhumwalaaʼab*ṣAAruhumwalaaʼafʼidatuhumNNNminNNNšayʼinʼiḏkaanuuyaǧ*ḥaduunabiʼaayaatillaahiwaḥaaqAbihimnaakaanuubihiiyastahziʼuuun.
46.027.036 .walaqAd*ʼahlaknaamaaḥawlakumNNNminalqurAAwaṣArrAfnalʼaayaatilaʻallahumyarǧiʻuuun.
46.028.037 .falawlaanaṣArAhumullaḏiinattaḫAḏuuminNNNduunillaahiqurbaananʼaalihatamNNNbalḍAlluuʻanhum.
46.028.038 .waḏaalikaʼifkuhumwamaakaanuuyaftaruuun.
46.029.039 .waʼiḏṣArAfnaaʼilaykanafarAmNNNminalǧinNNNniyastamiʻuunalqurʼaanafalamNNNmaaḥaḍAruuhuqAAluuʼanNNNṣituufalamNNNmaaquḍiyawallawʼilaaqAwmihimNNNmunNNNḏiriiin.
46.030.040 .qAAluuyaaqAwmanaaʼinNNNnaasamiʻnaakitaabanʼunNNNzilamimNNNbaʻdimuusaamuṣAddiqAllimaabaynayadayhiyahdiiʼilalḥaqqiwaʼilaaṭAriiqimNNNmustaqiiim.
46.031.041 .yaaqAwmanaaʼaǧiibuudaaʻiyaLLAAhiwaʼaaminuubihiiyaġfirlakumNNNminNNNḏunuubikumwayuǧirkumNNNminʻaḏaabinʼaliiim.
46.032.042 .wamallaayuǧib*daaʻiyaLLAAhifalaysabimuʻǧizimNNNfilʼarḍiwalaysalahuuminNNNduunihiiʼawliyaaaaaaʼ.
46.032.043 .ʼulaaaaaaʼikafiiḍAlaalimNNNmubiiin.
46.033.044 .ʼawalamyarAwʼanNNNnaLLAAhallaḏiiḫAlaqAssamaawaatiwalʼarḍAwalamyaʻyabiḫAlqihinNNNnabiqAAdirinʻalaaʼayYYYyuḥyiyalmawtaa.
46.033.045 .balaaʼinNNNnahuuʻalaakullišayʼinNNNqAdiiir.
46.034.046 .wayawmayuʻrAḍullaḏiinakafaruuʻalanNNNnaariʼalaysahaaḏaabilḥaqqiqAAluubalaawarAbbinaa.
46.034.047 .qAAlafaḏuuqulʻaḏaababimaakunNNNtumtakfuruuun.
46.035.048 .faṣbirkamaaṣAbarAʼululʻazmiminarrusuliwalaatastaʻǧillahum.
46.035.049 .kaʼanNNNnahumyawmayarAwnamaayuuʻaduunalamyalbaṯuuʼillaasaaʻatamNNNminNNNnahaaar.
46.035.050 .balaaġumNNNfahalyuhlakuʼillalqAwmulfaasiquuun.


47.001.001 .ʼallaḏiinakafaruuwaṣAdduuʻanNNNsabiilillaahiʼaḍAllaʼaʻmaalahum .
47.002.002 .wallaḏiinaʼaamanuuwaʻamiluṣṣAAliḥaatiwaʼaamanuubimaanuzzilaʻalaamuḥamNNNmadiwWWWwahuwalḥaqqumirrAbbihimkaffarAʻanhumsayyiʼaatihimwaʼaṣlaḥabaalahum .
47.003.003 .ḏaalikabiʼanNNNnallaḏiinakafaruttabaʻulbaaṭilawaʼanNNNnallaḏiinaʼaamanuttabaʻulḥaqqAmirrAbbihim.
47.003.004 .kaḏaalikayaḍribuLLAAhulinNNNnaasiʼamṯaalahum .
