# for hus9h



 46.035.064 .kaʼanNNNnahumyawmayarAwnamaayuuʻaduunalamyalbaṯuuʼillaasaaʻatamNNNminNNNnahaaar.
 46.035.065 .balaaġumNNNfahalyuhlakuʼillalqAwmulfaasiquuun.


 47.001.001 .ʼallaḏiinakafaruuwaṣAdduuʻanNNNsabiilillaahiʼaḍAllaʼaʻmaalahum .
 47.002.002 .wallaḏiinaʼaamanuuwaʻamiluṣṣAAliḥaatiwaʼaamanuubimaanuzzilaʻalaamuḥamNNNmadiwWWWwahuwalḥaqqumirrAbbihimkaffarAʻanhumsayyiʼaatihim.
 47.002.003 .kaffarAʻanhumsayyiʼaatihimwaʼaṣlaḥabaalahum .
 47.003.004 .ḏaalikabiʼanNNNnallaḏiinakafaruttabaʻulbaaṭilawaʼanNNNnallaḏiinaʼaamanuttabaʻulḥaqqAmirrAbbihim.
 47.003.005 .kaḏaalikayaḍribuLLAAhulinNNNnaasiʼamṯaalahum .
 47.004.006 .faʼiḏaalaqiitumullaḏiinakafaruufaḍArbarriqAAbiḥattaaʼiḏaaʼaṯḫAnNNNtumuuhumfašuddulwaṯaaqAfaʼimNNNmaamanNNNnaa.
 47.004.007 .faʼimNNNmaamanNNNnamNNNbaʻduwaʼimNNNmaafidaaaaaaʼanḥattaataḍAʻalḥarbuʼawzaarAhaa.
 47.004.008 .ḏaalikawalawyašaaaaaaʼuLLAAhulanNNNtaṣArAminhumwalaakilliyab*luwabaʻḍAkumNNNbibaʻḍ.
 47.004.009 .wallaḏiinaqutiluufiisabiilillaahifalayYYYyuḍillaʼaʻmaalahum .
 47.005.010 .sayahdiihimwayuṣliḥubaalahum .
 47.006.011 .wayud*ḫiluhumulǧanNNNnataʻarrAfahaalahum .
 47.007.012 .yaaʼayyuhallaḏiinaʼaamanuuʼinNNNtanNNNṣuruLLAAhayanNNNṣurkumwayuṯabbitʼaq*daamakum .
 47.008.013 .wallaḏiinakafaruufataʻsallahumwaʼaḍAllaʼaʻmaalahum .
 47.009.014 .ḏaalikabiʼanNNNnahumkarihuumaaʼanNNNzalaLLAAhufaʼaḥbaṭAʼaʻmaalahum .
 47.010.015 .ʼafalamyasiiruufilʼarḍifayanNNNẓuruukayfakaanaʻaaqibatullaḏiinaminNNNqAb*lihim.
 47.010.016 .damNNNmarALLAAhuʻalayhimwalilkaafiriinaʼamṯaaluhaa.
 47.011.017 .ḏaalikabiʼanNNNnaLLAAhamawlallaḏiinaʼaamanuuwaʼanNNNnalkaafiriinalaamawlaalahum .
 47.012.018 .ʼinNNNnaLLAAhayud*ḫilullaḏiinaʼaamanuuwaʻamiluṣṣAAliḥaatiǧanNNNnaatinNNNtaǧ*riiminNNNtaḥtihalʼanhaar.
 47.012.019 .wallaḏiinakafaruuyatamattaʻuunawayaʼkuluunakamaataʼkululʼanʻaamuwanNNNnaarumaṯwallahum .
 47.013.020 .wakaʼayyimNNNminNNNqAryatinhiyaʼašaduquwwatamNNNminNNNqAryatikallatiiʼaḫrAǧatkaʼahlaknaahumfalaanaaṣirAlahum .
 47.014.021 .ʼafamanNNNkaanaʻalaabayyinatimNNNmirrAbbihiikamanNNNzuyyinalahuusuuuuuuʼuʻamalihiwattabaʻuuʼahwaaaaaaʼahum .
 47.015.022 .maṯalulǧanNNNnatillatiiwuʻidalmuttaquunafiihaaʼanhaarumNNNmimNNNmaaaaaaʼinġAyriʼaasiniwWWWwaʼanhaarumNNNmillaban.
 47.015.023 .waʼanhaarumNNNmillabanillamyataġAyyarṭAʻmuhuuwaʼanhaarumNNNminḫAmrillaḏḏatilliššaaribiinawaʼanhaarumNNNminʻasalimNNNmuṣAffaa.
 47.015.024 .walahumfiihaaminNNNkulliṯṯamarAAtiwamaġfirAtumNNNmirrAbbihim.
 47.015.025 .kamanhuwaḫAAlidumNNNfinNNNnaariwasuquumaaaaaaʼanḥamiimamNNNfaqAṭṭAʻaʼamʻaaaaaaʼahum.
 47.016.026 .waminhumNNNmayYYYyastamiʻuʼilaykaḥattaaʼiḏaaḫArAǧuuminʻinNNNdikaqAAluulillaḏiinaʼuutulʻilmamaaḏaaqAAlaʼaanifaa.
 47.016.027 .ʼulaaaaaaʼikallaḏiinaṭAbaʻaLLAAhuʻalaaquluubihimwattabaʻuuʼahwaaaaaaʼahum .
 47.017.028 .wallaḏiinahtadawzaadahumhudawWWWwaʼaataahumtaqwaahum .
 47.018.029 .fahalyanNNNẓuruunaʼillassaaʻataʼanNNNtaʼtiyahumNNNbaġtatamNNNfaqAd*ǧaaaaaaʼaʼašrAAṭuhaa.
 47.018.030 .faʼanNNNnaalahumʼiḏaaǧaaaaaaʼathumḏikrAAhum .
 47.019.031 .faʻlamʼanNNNnahulaaʼilaahaʼillaLLAAhuwastaġfirliḏamNNNbikawalilmuʼminiinawalmuʼminaaat.
 47.019.032 .waLLAAhuyaʻlamumutaqAllabakumwamaṯwaakum .
 47.020.033 .wayaquulullaḏiinaʼaamanuulawlaanuzzilatsuurAtumNNNfaʼiḏaaʼunNNNzilatsuurAtumNNNmuḥkamatuwWWWwaḏukirAfiihalqitaal.
 47.020.034 .faʼiḏaaʼunNNNzilatsuurAtumNNNmuḥkamatuwWWWwaḏukirAfiihalqitaalurAʼaytallaḏiinafiiquluubihimNNNmarAḍuyYYYyanNNNẓuruunaʼilayyyk.
 47.020.035 .rAʼaytallaḏiinafiiquluubihimNNNmarAḍuyYYYyanNNNẓuruunaʼilaykanaẓArAlmaġšiyyiʻalayhiminalmawtifaʼawlaalahum .
 47.021.036 .ṭAAʻatuwWWWwaqAwlumNNNmaʻruuuf.
 47.021.037 .faʼiḏaaʻazamalʼamrufalawṣAdaquLLAAhalakaanaḫAyrAllahum .
 47.022.038 .fahalʻasaytumʼinNNNtawallaytumʼanNNNtufsiduufilʼarḍiwatuqAṭṭiʻuuʼarḥaamakum .
 47.023.039 .ʼulaaaaaaʼikallaḏiinalaʻanahumuLLAAhufaʼaṣAmNNNmahumwaʼaʻmaaʼab*ṣAArAhum .
 47.024.040 .ʼafalaayatadabbaruunalqurʼaanaʼamʻalaaquluubinʼaqfaaluhaa.
 47.025.041 .ʼinNNNnallaḏiinartaduuʻalaaʼad*baarihimNNNmimNNNbaʻdimaatabayyanalahuumulhudaššayṭAAnusawwalalahumwaʼamlaalahum .
 47.026.042 .ḏaalikabiʼanNNNnahumqAAluulillaḏiinakarihuumaanazzalaLLAAhusanuṭiiʻukumfiibaʻḍilʼamriwaLLAAhuyaʻlamuʼisrAArAhum .
 47.027.043 .fakayfaʼiḏaatawaffathumulmalaaaaaaʼikatuyaḍribuunawuǧuuhahumwaʼad*baarAhum .
 47.028.044 .ḏaalikabiʼanNNNnahumuttabaʻuumaaʼasḫAṭALLAAhawakarihuuriḍwaanahuufaʼaḥbaṭAʼaʻmaalahum .
 47.029.045 .ʼamḥasiballaḏiinafiiquluubihimNNNmarAḍunʼallayYYYyuḫriǧaLLAAhuʼaḍġAAnahum .
 47.030.046 .walawnašaaaaaaʼulaʼarAynaakahumfalaʻarAftahumNNNbisiimaahumwalataʻrifanNNNnahumfiilaḥnilqAwwwl.
 47.030.047 .waLLAAhuyaʻlamuʼaʻmaalakum.
 47.031.048 .walanab*luwanNNNnakumḥattaanaʻlamalmuǧaahidiinaminNNNkumwaṣṣAAbiriinawanab*luwaʼaḫbaarAkum.
 47.032.049 .ʼinNNNnallaḏiinakafaruuwaṣAdduuʻanNNNsabiilillaahiwašaaaaaaaaaaqqurrAsuulamimNNNbaʻdimaatabayyanalahumulhudaalayYYYyaḍurruLLAAhašayʼaa.
 47.032.050 .layYYYyaḍurruLLAAhašayʼawWWWwasayuḥbiṭuʼaʻmaalahum.
 47.033.051 .yaaʼayyuhallaḏiinaʼaamanuuʼaṭiiʻuLLAAhawaʼaṭiiʻurrAsuulawalaatub*ṭiluuʼaʻmaalakum.
 47.034.052 .ʼinNNNnallaḏiinakafaruuwaṣAdduuʻanNNNsabiilillaahiṯumNNNmamaatuuwahumkuffaarumNNNfalayYYYyaġfirALLAAhulahum.
 47.035.053 .falaatahinuuwatad*ʻuuʼilassalmiwaʼanNNNtumulʼaʻlawnawaLLAAhumaʻakumwalayYYYyatirAkumʼaʻmaalakum.
 47.036.054 .ʼinNNNnamalḥayaatuddunyaalaʻibuwWWWwalahw.
 47.036.055 .waʼinNNNtuʼminuuwatattaquuyuʼtikumʼuǧuurAkumwalaayasʼalkumʼamwaalakum.
 47.037.056 .ʼiyYYYyasʼalkumuuhaafayuḥfikumtab*ḫAluuwayuḫriǧ*ʼaḍġAAnakum.
 47.038.057 .haaʼanNNNtumhaaʼulaaaaaaʼitud*ʻawnalitumNNNfiquufiisabiilillaahifaminNNNkumNNNmayYYYyab*ḫAl.
 47.038.058 .wamayYYYyab*ḫAlfaʼinNNNnamaayab*ḫAluʻanNNNnafsih.
 47.038.059 .waLLAAhulġAniyyuwaʼanNNNtumulfuqArAAAAAAʼ.
 47.038.060 .waʼinNNNtatawallawyastab*dilqAwmanġAyrAkumṯumNNNmalaayakuunuuʼamṯaalakum.


 48.001.001 .ʼinNNNnaafataḥnaalakafatḥamNNNmubiinaa.
 48.002.002 .liyaġfirAlakaLLAAhumaataqAddamaminNNNḏamNNNbikawamaataʼaḫḫArAwayutimNNNmaniʻmatahuʻalaykawayahdiyakaṣirAAṭAmNNNmustaqiimaa.
 48.003.003 .wayanNNNṣurAkaLLAAhunaṣrAnʻaziizaa.
 48.004.004 .huwallaḏiiʼanNNNzalassakiinatafiiquluubilmuʼminiinaliyazdaaduuʼiimaanamNNNmaʻaʼiimaanihim.
 48.004.005 .walillaahiǧunuudussamaawaatiwalʼarḍ.
 48.004.006 .wakaanaLLAAhuʻaliimanḥakiimaa.
 48.005.007 .liyud*ḫilalmuʼminiinawalmuʼminaatiǧanNNNnaatinNNNtaǧ*riiminNNNtaḥtihalʼanhaaruḫAAlidiinafiihaawayukaffirAʻanhumsayyiʼaatihim.
 48.005.008 .wakaanaḏaalikaʻinNNNdaLLAAhifawzanʻaẓiimaa.
 48.006.009 .wayuʻaḏḏibalmunaafiqiinawalmunaafiqAAtiwalmušrikiinawalmušrikaatiẓẓAAAAAAAAAAnNNNniinabillaahiẓAnNNNnassawwwʼ.
 48.006.010 .ʼalayhimdaaaaaaʼirAtussawʼiwaġAḍibaLLAAhuʻalayhimwalaʻanahumwaʼaʻadalahumǧahanNNNnamawasaaaaaaʼatmaṣiirAA.
 48.007.011 .walillaahiǧunuudussamaawaatiwalʼarḍ.
 48.007.012 .wakaanaLLAAhuʻaziizanḥakiimaa.
 48.008.013 .ʼinNNNnaaʼarsalnaakašaahidawWWWwamubašširAwWWWwanaḏiirAA.
 48.009.014 .lituʼminuubillaahiwarAsuulihiwatuʻazziruuhuwatuwaqqiruuhuwatusabbiḥuuhubukrAtawWWWwaʼaṣiilaa.
 48.010.015 .ʼinNNNnallaḏiinayubaayiʻuunakaʼinNNNnamaayubaayiʻuunaLLAAhayaduLLAAhifawqAʼaydiihim.
 48.010.016 .famanNNNnakaṯafaʼinNNNnamaayanNNNkuṯuʻalaanafsih.
 48.010.017 .wamanʼawfaabimaaʻaahadaʻalayhuLLAAhafasayuʼtiihiʼaǧ*rAnʻaẓiimaa.
 48.011.018 .sayaquululakalmuḫAllafuunaminalʼaʻrAAbišaġAlatnaaʼamwaalunaawaʼahluunaafastaġfirlanaa.
 48.011.019 .yaquuluunabiʼalsinatihimNNNmaalaysafiiquluubihim.
 48.011.020 .qulfamayYYYyamlikulakumNNNminaLLAAhišayʼanʼinʼarAAdabikumḍArrAnʼawʼarAAdabikumnafʻaa.
 48.011.021 .balkaanaLLAAhubimaataʻmaluunaḫAbiirAA.
 48.012.022 .balẓAnanNNNtumʼallayYYYyanNNNqAlibarrAsuuluwalmuʼminuunaʼilaaʼahliihimʼabadawWWWwazuyyinaḏaalikafiiquluubikum.
 48.012.023 .wazuyyinaḏaalikafiiquluubikumwaẓAnanNNNtumẓAnNNNnassawʼiwakunNNNtumqAwmamNNNbuurAA.
 48.013.024 .wamallamyuʼmimNNNbillaahiwarAsuulihifaʼinNNNnaaʼaʻtad*naalilkaafiriinasaʻiirAA.
 48.014.025 .walillaahimulkussamaawaatiwalʼarḍ.
 48.014.026 .yaġfirulimayYYYyašaaaaaaʼuwayuʻaḏḏibumayYYYyašaaaaaaʼ.
 48.014.027 .wakaanaLLAAhuġAfuurArrAḥiimaa.
 48.015.028 .sayaquululmuḫAllafuunaʼiḏanNNNṭAlaqtumʼilaamaġAAnimalitaʼḫuḏuuhaaḏaruunaanattabiʻkumyuriiduunaʼayYYYyubaddiluukalaamaLLAAAh.
 48.015.029 .qullanNNNtattabiʻuunaakaḏaalikumqAAlaLLAAhuminNNNqAb*l.
 48.015.030 .fasayaquuluunabaltaḥsuduunanaa.
 48.015.031 .balkaanuulaayafqAhuunaʼillaaqAliilaa.
 48.016.032 .qullilmuḫAllafiinaminalʼaʻrAAbisatud*ʻawnaʼilaaqAwminʼuliibaʼsinNNNšadiidinNNNtuqAAtiluunahumʼawyuslimuuun.
 48.016.033 .faʼinNNNtuṭiiʻuuyuʼtikumuLLAAhuʼaǧ*rAnḥasanaa.
 48.016.034 .waʼinNNNtatawallawkamaatawallaytumNNNminNNNqAb*luyuʻaḏḏib*kumʻaḏaabanʼaliimaa.
 48.017.035 .laysaʻalalʼaʻmaaḥarAǧuwWWWwalaaʻalalʼaʻrAǧiḥarAǧuwWWWwalaaʻalalmariiḍiḥarAǧ.
 48.017.036 .wamayYYYyuṭiʻillaahawarAsuulahuuyud*ḫilhuǧanNNNnaatinNNNtaǧ*riiminNNNtaḥtihalʼanhaar.
 48.017.037 .wamayYYYyatawallayuʻaḏḏib*huʻaḏaabanʼaliimaa.
 48.018.038 .laqAd*rAḍiyaLLAAhuʻanilmuʼminiinaʼiḏyubaayiʻuunakataḥtaššaǧarAtifaʻalimamaafiiquluubihimfaʼanNNNzalassakiinataʻalayhim.
 48.018.039 .faʼanNNNzalassakiinataʻalayhimwaʼaṯaabahumfatḥanNNNqAriibaa.
 48.019.040 .wamaġAAnimakaṯiirAtayYYYyaʼḫuḏuunahaa.
 48.019.041 .wakaanaLLAAhuʻaziizanḥakiimaa.
 48.020.042 .waʻadakumuLLAAhumaġAAnimakaṯiirAtanNNNtaʼḫuḏuunahaafaʻaǧǧalalakumhaaḏihiiwakaffaʼaydiyanNNNnaasiʻanNNNkum.
 48.020.043 .wakaffaʼaydiyanNNNnaasiʻanNNNkumwalitakuunaʼaayatallilmuʼminiinawayahdiyakumṣirAAṭAmNNNmustaqiimaa.
 48.021.044 .waʼuḫrAAlamtaqdiruuʻalayhaaqAd*ʼaḥaaṭALLAAhubihaa.
 48.021.045 .wakaanaLLAAhuʻalaakullišayʼinNNNqAdiirAA.
 48.022.046 .walawqAAtalakumullaḏiinakafaruulawallawulʼad*baarAṯumNNNmalaayaǧiduunawaliyyawWWWwalaanaṣiirAA.
 48.023.047 .sunNNNnataLLAAhillatiiqAd*ḫAlatminNNNqAb*luwalanNNNtaǧidalisunNNNnatillaahitab*diilaa.
 48.024.048 .wahuwallaḏiikaffaʼaydiyahumʻanNNNkumwaʼaydiyakumʻanhumNNNbibaṭ*nimakkatamimNNNbaʻdiʼanʼaẓfarAkumʻalayhim.
 48.024.049 .wakaanaLLAAhubimaataʻmaluunabaṣiirAA.
 48.025.050 .humullaḏiinakafaruuwaṣAdduukumʻanilmasǧidilḥarAAmiwalhad*yamaʻkuufanʼayYYYyab*luġAmaḥillah.
 48.025.051 .walawlaariǧaalumNNNmuʼminuunawanisaaaaaaʼumNNNmuʼminaatullamtaʻlamuuhumʼanNNNtaṭAʼuuhumfatuṣiibakumNNNminhumNNNmaʻarrAtumNNNbiġAyriʻilm.
 48.025.052 .liyud*ḫilaLLAAhufiirAḥmatihiimayYYYyašaaaaaaʼ.
 48.025.053 .lawtazayyaluulaʻaḏḏab*nallaḏiinakafaruuminhumʻaḏaabanʼaliimaa.
 48.026.054 .ʼiḏǧaʻalallaḏiinakafaruufiiquluubihimulḥamiyyataḥamiyyatalǧaahiliyyatifaʼanNNNzalaLLAAhusakiinatahuuʻalaarAsuulih.
 48.026.055 .faʼanNNNzalaLLAAhusakiinatahuuʻalaarAsuulihiiwaʻalalmuʼminiinawaʼalzamahumkalimatattaqwaa.
 48.026.056 .waʼalzamahumkalimatattaqwaawakaanuuʼaḥaqqAbihaawaʼahlahaa.
 48.026.057 .wakaanaLLAAhubikullišayʼinʻaliimaa.
 48.027.058 .laqAd*ṣAdaqALLAAhurAsuulahurruʼyaabilḥaqqilatad*ḫulunNNNnalmasǧidalḥarAAmaʼinNNNšaaaaaaʼaLLAAhuʼaaminiinamuḥalliqiinaruʼuusakum.
 48.027.059 .muḥalliqiinaruʼuusakumwamuqAṣṣiriinalaataḫAAfuunafaʻalimamaalamtaʻlamuufaǧaʻalaminNNNduuniḏaalikafatḥanNNNqAriibaa.
 48.028.060 .huwallaḏiiʼarsalarAsuulahuubilhudaawadiinilḥaqqiliyuẓhirAhuʻaladiinikullih.
 48.028.061 .wakafaabillaahišahiidaa.
 48.029.062 .muḥamNNNmadurrAsuuluLLAAAh.
 48.029.063 .wallaḏiinamaʻahuuʼašiddaaaaaaʼuʻalalkuffaariruḥamaaaaaaʼubaynahumtarAAhumrukkaʻanNNNsuǧǧadaa.
 48.029.064 .tarAAhumrukkaʻanNNNsuǧǧadayYYYyab*taġuunafaḍlamNNNminaLLAAhiwariḍwaananNNNsiimaahumfiiwuǧuuhihimNNNminʼaṯarissuǧuuud.
 48.029.065 .ḏaalikamaṯaluhumfittawrAAAh.
 48.029.066 .wamaṯaluhumfilʼinNNNǧiilikazarʻinʼaḫrAǧašaṭ*ʼahuufaʼaazarAhuufastaġlaẓAfastawaaʻalaasuuqihiiyuʻǧibuzzurrAAʻaliyaġiiẓAbihimulkuffaaar.
 48.029.067 .waʻadaLLAAhullaḏiinaʼaamanuuwaʻamiluṣṣAAliḥaatiminhumNNNmaġfirAtawWWWwaʼaǧ*rAnʻaẓiimaa.


 49.001.001 .yaaʼayyuhallaḏiinaʼaamanuulaatuqAddimuubaynayadayillaahiwarAsuulihiiwattaquLLAAAh.
 49.001.002 .ʼinNNNnaLLAAhasamiiʻunʻaliiim.
 49.002.003 .yaaʼayyuhallaḏiinaʼaamanuulaatarfaʻuuʼaṣwaatakumfawqAṣAwtinNNNnabiyyiwalaataǧ*haruulahuubilqAwwwl.
 49.002.004 .walaataǧ*haruulahuubilqAwlikaǧahribaʻḍikumlibaʻḍinʼanNNNtaḥbaṭAʼaʻmaalukumwaʼanNNNtumlaatašʻuruuun.
 49.003.005 .ʼinNNNnallaḏiinayaġuḍḍuunaʼaṣwaatahumʻinNNNdarAsuulillaahiʼulaaaaaaʼikallaḏiinamtaḥanaLLAAhuquluubahumlittaqwaa.
 49.003.006 .lahumNNNmaġfirAtuwWWWwaʼaǧ*runʻaẓiiim.
 49.004.007 .ʼinNNNnallaḏiinayunaaduunakamiwWWWwarAAAAAAʼilḥuǧurAAtiʼakṯaruhumlaayaʻqiluuun.
 49.005.008 .walawʼanNNNnahumṣAbaruuḥattaataḫruǧaʼilayhimlakaanaḫAyrAllahum.
 49.005.009 .waLLAAhuġAfuururrAḥiiim.
 49.006.010 .yaaʼayyuhallaḏiinaʼaamanuuʼinNNNǧaaaaaaʼakumfaasiqumNNNbinabaʼimNNNfatabayyanuu.
 49.006.011 .fatabayyanuuʼanNNNtuṣiibuuqAwmamNNNbiǧahaalatimNNNfatuṣbiḥuuʻalaamaafaʻaltumnaadimiiin.
 49.007.012 .waʻlamuuʼanNNNnafiikumrAsuulaLLAAAh.
 49.007.013 .lawyuṭiiʻukumfiikaṯiirimNNNminalʼamrilaʻanittumwalaakinNNNnaLLAAhaḥabbabaʼilaykumulʼiimaanawazayyanahufiiquluubikum.
 49.007.014 .walaakinNNNnaLLAAhaḥabbabaʼilaykumulʼiimaanawazayyanahufiiquluubikumwakarrAhaʼilaykumulkufrAwalfusuuqAwalʻiṣyaaan.
 49.007.015 .ʼulaaaaaaʼikahumurrAAšiduuun.
 49.008.016 .faḍlamNNNminaLLAAhiwaniʻmah.
 49.008.017 .waLLAAhuʻaliimunḥakiiim.
 49.009.018 .waʼinNNNṭAAAAAAʼifataaniminalmuʼminiinaq*tataluufaʼaṣliḥuubaynahumaa.
 49.009.019 .faʼimNNNbaġAtʼiḥdaahumaaʻalalʼuḫrAAfaqAAtilullatiitab*ġiiḥattaatafiiiiiiʼaʼilaaʼamrillaahifaʼimNNNfaaaaaaʼatfaʼaṣliḥuubaynahumaabilʻad*liwaʼaq*siṭuu.
 49.009.020 .ʼinNNNnaLLAAhayuḥibbulmuq*siṭiiin.
 49.010.021 .ʼinNNNnamalmuʼminuunaʼiḫwatumNNNfaʼaṣliḥuubaynaʼaḫAwaykumwattaquLLAAhalaʻallakumturḥamuuun.
 49.011.022 .yaaʼayyuhallaḏiinaʼaamanuulaayasḫArqAwmumNNNminNNNqAwminʻasaaʼayYYYyakuunuuḫAyrAmNNNminhumwalaanisaaaaaaʼ.
 49.011.023 .walaanisaaaaaaʼumNNNminNNNnisaaaaaaʼinʻasaaʼayYYYyakunNNNnaḫAyrAmNNNminhunNNNnawalaatalmizuuʼamNNNfusakumwalaatanaabazuubilʼalqAAAb.
 49.011.024 .walaatanaabazuubilʼalqAAbibiʼsalismulfusuuqubaʻdaliimaaan.
 49.011.025 .wamallamyatub*faʼulaaaaaaʼikahumuẓẓAAlimuuun.
 49.012.026 .yaaʼayyuhallaḏiinaʼaamanuǧ*tanibuukaṯiirAmNNNminaẓẓAnNNNniʼinNNNnabaʻḍAẓẓAnNNNniʼiṯmuwWWWwalaataǧassasuuwalaayaġtabbaʻḍukumNNNbaʻḍAA.
 49.012.027 .ʼayuḥibbuʼaḥadukumʼayYYYyaʼkulalaḥmaʼaḫiihimaytamNNNfakarihtumuuuh.
 49.012.028 .wattaquLLAAAh.
 49.012.029 .ʼinNNNnaLLAAhatawwaaburrAḥiiim.
 49.013.030 .yaaʼayyuhanNNNnaasuʼinNNNnaaḫAlaqnaakumNNNminNNNḏakariwWWWwaʼunNNNṯaawaǧaʻalnaakumšuʻuubawWWWwaqAbaaaaaaʼilalitaʻaarAfuu.
 49.013.031 .ʼinNNNnaʼakrAmakumʻinNNNdaLLAAhiʼatqAAkum.
 49.013.032 .ʼinNNNnaLLAAhaʻaliimunḫAbiiir.
 49.014.033 .qAAlatilʼaʻrAAbuʼaamanNNNnaaqullamtuʼminuuwalaakinNNNquuluuʼaslamnaawalamNNNmaayad*ḫulilʼiimaanufiiquluubikum.
 49.014.034 .waʼinNNNtuṭiiʻuLLAAhawarAsuulahuulaayalitkumNNNminʼaʻmaalikumšayʼaa.
 49.014.035 .ʼinNNNnaLLAAhaġAfuururrAḥiiim.
 49.015.036 .ʼinNNNnamalmuʼminuunallaḏiinaʼaamanuubillaahiwarAsuulihiṯumNNNmalamyartaabuuwaǧaahaduubiʼamwaalihimwaʼamNNNfusihimfiisabiilillaaah.
 49.015.037 .ʼulaaaaaaʼikahumuṣṣAAdiquuun.
 49.016.038 .qulʼatuʻallimuunaLLAAhabidiinikumwaLLAAhuyaʻlamumaafissamaawaatiwamaafilʼarḍ.
 49.016.039 .waLLAAhubikullišayʼinʻaliiim.
 49.017.040 .yamunNNNnuunaʻalaykaʼanʼaslamuuqullaatamunNNNnuuʻalayyaʼislaamakumNNNbalillaahuyamunNNNnuʻalaykumʼanhadaakumlilʼiimaaniʼinNNNkunNNNtumṣAAdiqiiin.
 49.018.041 .ʼinNNNnaLLAAhayaʻlamuġAybassamaawaatiwalʼarḍ.
 49.018.042 .waLLAAhubaṣiirumNNNbimaataʻmaluuun.


 50.001.001 .qAAAAAAf.
 50.001.002 .walqurʼaanilmaǧiiid.
 50.002.003 .balʻaǧibuuʼanNNNǧaaaaaaʼahumNNNmunNNNḏirumNNNminhumfaqAAlalkaafiruunahaaḏaašayʼunʻaǧiiib.
 50.003.004 .ʼaʼiḏaamitnaawakunNNNnaaturAAbanNNNḏaalikarAǧ*ʻumNNNbaʻiiid.
 50.004.005 .qAd*ʻalimnaamaatanNNNquṣulʼarḍuminhumwaʻinNNNdanaakitaabunḥafiiiẓ.
 50.005.006 .balkaḏḏabuubilḥaqqilamNNNmaaǧaaaaaaʼahumfahumfiiʼamrimNNNmariiiǧ.
 50.006.007 .ʼafalamyanNNNẓuruuʼilassamaaaaaaʼifawqAhumkayfabanaynaahaawazayyanNNNnaahaawamaalahaamimNNNfuruuuǧ.
 50.007.008 .walʼarḍAmadad*naahaawaʼalqAynaafiihaarAwaasiyawaʼamNNNbatnaafiihaaminNNNkullizawǧimNNNbahiiiǧ.
 50.008.009 .tab*ṣirAtawWWWwaḏikrAAlikulliʻab*dimNNNmuniiib.
 50.009.010 .wanazzalnaaminassamaaaaaaʼimaaaaaaʼamNNNmubaarAkamNNNfaʼamNNNbatnaabihiiǧanNNNnaatiwWWWwaḥabbalḥaṣiiid.
 50.010.011 .wanNNNnaḫlabaasiqAAtillahaaṭAlʻunNNNnaḍiiid.
 50.011.012 .rizqAllilʻibaadiwaʼaḥyaynaabihiibaldatamNNNmaytanNNNkaḏaalikalḫuruuǧ.
 50.012.013 .kaḏḏabatqAb*lahumqAwmunuuḥiwWWWwaʼaṣḥaaburrAssiwaṯamuuud.
 50.013.014 .waʻaaduwWWWwafirʻawnuwaʼiḫwaanuluuuṭ.
 50.014.015 .waʼaṣḥaabulʼaykatiwaqAwmutubbaʻ.
 50.014.016 .kullunNNNkaḏḏabarrusulafaḥaqqAwaʻiiid.
 50.015.017 .ʼafaʻayiinaabilḫAlqilʼawwal.
 50.015.018 .balhumfiilab*simNNNminḫAlqinNNNǧadiiid.
 50.016.019 .walaqAd*ḫAlaqnalʼinNNNsaanawanaʻlamumaatuwaswisubihiinafsuhuwanaḥnuʼaqrAbuʼilayhiminḥab*lilwariiid.
 50.017.020 .ʼiḏyatalaqqAlmutalaqqiyaaniʻanilyamiiniwaʻaniššimaaliqAʻiiid.
 50.018.021 .maayalfiẓuminNNNqAwlinʼillaaladayhirAqiibunʻatiiid.
 50.019.022 .waǧaaaaaaʼatsakrAtulmawtibilḥaqqiḏaalikamaakunNNNtaminhutaḥiiid.
 50.020.023 .wanufiḫAfiṣṣuuur.
 50.020.024 .ḏaalikayawmulwaʻiiid.
 50.021.025 .waǧaaaaaaʼatkullunafsimNNNmaʻahaasaaaaaaʼiquwWWWwašahiiid.
 50.022.026 .laqAd*kunNNNtafiiġAflatimNNNminhaaḏaafakašafnaaʻanNNNkaġiṭAAAAAAʼakafabaṣArukalyawmaḥadiiid.
 50.023.027 .waqAAlaqAriinuhuuhaaḏaamaaladayyaʻatiiid.
 50.024.028 .ʼalqiyaafiiǧahanNNNnamakullakaffaarinʻaniiid.
 50.025.029 .manNNNnaaʻillilḫAyrimuʻtadimNNNmuriiib.
 50.026.030 .ʼallaḏiiǧaʻalamaʻaLLAAhiʼilahanʼaaḫArAfaʼalqiyaahufilʻaḏaabiššadiiid.
 50.027.031 .qAAlaqAriinuhurAbbanaamaaʼaṭ*ġAytuhuwalaakinNNNkaanafiiḍAlaalimNNNbaʻiiid.
 50.028.032 .qAAlalaataḫtaṣimuuladayyawaqAd*qAdamtuʼilaykumNNNbilwaʻiiid.
 50.029.033 .maayubaddalulqAwluladayyawamaaʼanabiẓAllaamillilʻabiiid.
 50.030.034 .yawmanaquululiǧahanNNNnamahalimtalaʼtiwataquuluhalmimNNNmaziiid.
 50.031.035 .waʼuzlifatilǧanNNNnatulilmuttaqiinaġAyrAbaʻiiid.
 50.032.036 .haaḏaamaatuuʻaduunalikulliʼawwaabinḥafiiiẓ.
